"CODIGO_CLIENTE","VINCULACION"
1585926,6.73076923076923
1588648,7.9938080495356
1588854,5.52115583075335
1589813,4.58720330237358
1589910,3.01238390092879
1592631,2.1155830753354
1594499,0
1595018,5.37151702786378
1595916,4
1595984,1
1598888,1
1600011,3.86790505675955
1600905,1
1607869,4.86274509803922
1608681,3.98761609907121
1611248,3.98761609907121
1612489,4.35913312693498
1613679,0
1614758,2
1615425,4.83488132094943
1620467,1
1623573,3.73168214654283
1624522,3.73581011351909
1625402,4.77450980392157
1626140,0
1626288,1
1627144,2.03508771929825
1628363,4.46233230134159
1628893,0
1629782,2
1632058,4.83488132094943
1632710,6.46026831785346
1636318,0
1636609,5.35947712418301
1637360,0
1639066,4.74200206398349
1639666,3
1640317,3.91744066047472
1646344,3
1649400,0
1650462,1
1652072,2.86068111455108
1652517,4
1654148,1.00722394220846
1654169,1
1657146,3.84313725490196
1657418,4.99071207430341
1659641,5.5
1663282,4.37151702786378
1664898,0
1664993,1
1665189,0
1669214,1
1670013,0
1673386,2
1674724,4.92260061919505
1675002,5.78379772961816
1675553,0
1676256,0
1677033,0.942208462332301
1677768,1
1679560,0
1680874,1
1682800,3.76883384932921
1691430,2.62848297213622
1695589,4.43034055727554
1696661,0
1696986,3.95459236326109
1697492,4.49948400412797
1697935,3
1701451,1
1702605,1
1703077,3
1706917,2.15067079463364
1707258,6.14860681114551
1707401,2
1711194,3.68214654282766
1712523,7.09090909090909
1714727,2
1715882,2.09287925696594
1716207,3.88544891640867
1720991,1
1721141,2
1722084,5.16511867905057
1722186,4.82559339525284
1722573,4.3343653250774
1722624,4.62848297213622
1723661,1
1725063,0
1732287,3.6656346749226
1733452,0
1734460,6.24355005159959
1735121,4
1736037,7.24561403508772
1736128,1
1736329,0
1740667,0
1741486,4
1741646,0
1743551,2
1745236,6.82662538699691
1747199,1
1747981,5
1748351,1
1748746,3.62237762237762
1748992,3.61609907120743
1749935,5
1758386,1.04643962848297
1758986,4
1759616,2.13415892672859
1763312,4
1765371,3.45923632610939
1768451,4
1771832,7.20227038183695
1775502,0
1778009,0
1780737,2.82352941176471
1781329,4
1782408,5.6
1783071,3.81424148606811
1783294,3
1786810,1
1787766,4
1788471,4
1795292,6.4953560371517
1796444,1
1799063,0
1799775,4
1800355,3.68214654282766
1803152,1
1803883,3
1805866,4
1806141,1
1807886,7.58333333333333
1808342,0
1811504,1
1812359,4.22153422772618
1813940,2
1814448,6.46026831785346
1818042,3.77296181630547
1818247,3.88854489164087
1818248,1
1818308,4.98452012383901
1818359,4.18988648090815
1819739,1
1825862,0
1828236,0
1829020,5.49019607843137
1831935,5.91847265221878
1832084,2.26831785345717
1832690,4
1834062,9.25214998280014
1834131,4
1836431,4.08668730650155
1837887,0
1840150,2
1841729,4.26418988648091
1844984,4
1847357,4.8
1849281,3.73168214654283
1849314,4
1849372,1
1849394,0
1852370,0
1859922,2.1155830753354
1863962,1
1864494,4.92260061919505
1865818,3.92982456140351
1866680,1
1867886,6
1871548,3.02476780185759
1872883,5.79566563467492
1875038,0
1876361,2.21362229102167
1879796,8.8
1880368,3.70278637770898
1881667,1
1882192,3.68214654282766
1882972,2.20020639834881
1891056,5.39731682146543
1891536,0
1891808,5.37667698658411
1891944,3.73065015479876
1893357,5.6
1893647,3.85139318885449
1893780,3.90092879256966
1895125,0
1895666,3.48262813897489
1896251,6.04953560371517
1899701,2.16511867905057
1899823,0
1901851,4.71104231166151
1902583,1
1903799,1
1907533,1
1910965,6.5
1914641,0
1914741,4
1917264,3.93808049535604
1917895,4
1918496,1
1919199,0
1919550,4
1920514,6
1921612,4.00825593395253
1922903,4
1924568,0
1929789,3
1930423,2
1930578,2
1935734,4.74716202270382
1937966,1
1939746,5.25274725274725
1940113,1.86584107327141
1941696,3.40866873065016
1943679,2.90092879256966
1944661,0
1945692,4.33023735810113
1946651,4.97936016511868
1946688,4
1948218,1.02857142857143
1949553,0
1953031,5.20123839009288
1954070,0
1956260,4.96388028895769
1957417,1.04643962848297
1957604,1.84107327141383
1957624,5.33539731682147
1958085,6.59442724458204
1958739,5.08978328173375
1959405,1
1962743,3.71929824561404
1962864,1
1963603,3.98761609907121
1963837,6.4
1963887,1
1967102,4.3343653250774
1968017,5.25283797729618
1969305,4.54901960784314
1970761,3
1971908,8.41279669762642
1972072,6.95356037151703
1972107,3
1975805,3.86790505675955
1975930,4.46233230134159
1976510,4.29308565531476
1980048,3
1980466,4
1981235,5.86171310629515
1986215,3
1987536,4.25696594427245
1991068,1
1992149,0
1993420,4.69349845201238
1994527,1
1994966,3
1996933,4.08668730650155
2001800,0
2002275,4
2002593,3.95459236326109
2004761,0
2005059,4
2006783,4.44169246646027
2007292,3
2009732,1
2010830,2
2011963,1.78021978021978
2013165,4.85036119711042
2013243,3.88854489164087
2013841,1
2018953,4.18575851393189
2022620,1
2023676,4.06153846153846
2028652,4.56140350877193
2029614,5.11351909184726
2031366,0
2031768,5.01083591331269
2031827,4.30769230769231
2032194,0
2032263,3.75644994840041
2032618,4
2034780,1
2036846,1
2038091,4
2039020,2.92569659442724
2039989,0
2040724,1
2042848,6.12865497076023
2046014,4
2046108,2.75232198142415
2051056,4.03715170278638
2055593,2
2055971,2
2057282,0
2059511,0
2065262,5.6656346749226
2069208,3.0030959752322
2069684,3.21104231166151
2070034,3.86790505675955
2075355,0
2076178,1
2079609,2
2080695,1
2081152,3.81424148606811
2084327,1
2084384,1
2084879,1
2085710,3.98761609907121
2088429,3.0030959752322
2089070,0
2090896,1
2092955,3.6656346749226
2094279,4.14860681114551
2098964,1
2099059,4
2099644,3
2101074,3.92569659442724
2101269,1
2102725,7.63570691434468
2106328,5.41279669762642
2107598,3.92982456140351
2107804,2
2108400,4.29721362229102
2108665,4.68937048503612
2109385,1
2112702,2
2112738,1
2113591,7.5562435500516
2114695,2.81114551083591
2118412,3.66976264189887
2121987,2
2122345,4.86068111455108
2123976,2
2124136,1
2124256,3.70278637770898
2124736,3.88854489164087
2125744,4.00000000000001
2131798,4.46646026831785
2135036,1.04643962848297
2137557,5.30856553147575
2139339,3
2140389,1
2142061,1.84107327141383
2146466,4.03715170278638
2146666,0
2147366,4.00000000000001
2148152,6
2148744,4
2152265,1.9889920880633
2152310,0
2152752,4
2153016,1
2153228,1
2154085,5.07739938080495
2155980,1
2156321,1
2157642,3.98761609907121
2161503,1
2166345,7.93945648434813
2168288,0
2168427,2.29721362229102
2171170,4.56553147574819
2174537,4
2175035,5.27485380116959
2175700,7.27898176814586
2175776,5.59752321981424
2176007,5.66047471620227
2178314,3.81424148606811
2181027,1.04643962848297
2181400,6.14860681114551
2181703,4.79256965944272
2182966,1.84107327141383
2183448,5.54945054945055
2183534,6
2187364,0
2189640,5.60371517027864
2198264,0
2200461,1.90712074303406
2202104,5.08771929824561
2205248,3.8266253869969
2205497,4.83384932920537
2205864,3.38080495356037
2206425,2.06604747162023
2207466,5
2208484,5.31475748194014
2211120,4
2212385,4
2213549,5.2
2219738,5.00515995872033
2220533,3.75644994840041
2221160,5.85655314757482
2221225,1.04643962848297
2221283,4.70588235294118
2223134,3
2224397,4.31785345717234
2225929,7.41486068111455
2227087,1
2235225,5.07739938080495
2236965,4
2237889,4.05366357069143
2238613,0
2238884,4
2239149,1.07352941176471
2239196,5.08771929824561
2239605,0
2243077,5.26785714285714
2244620,4
2245131,4.58204334365325
2246626,4
2247460,4
2248974,0
2250251,3
2250789,2
2256594,1
2256729,1
2256934,3.10216718266254
2259124,12.5
2259681,1
2262066,4.85714285714286
2265890,0
2267683,3.71929824561404
2268679,1
2272122,4
2273302,0
2277231,2
2279267,2.79566563467492
2279895,5
2281733,3
2283083,5.01135190918473
2285352,1
2286235,1
2290606,0
2290834,0
2291884,2.52941176470588
2293579,2.79566563467492
2298336,4.59442724458204
2298799,1
2300285,1.90712074303406
2301246,4
2301387,5.41279669762642
2303748,3.92982456140351
2306638,2.14860681114551
2307248,0
2309075,3.98348813209494
2311064,0
2311589,4.81424148606811
2312394,3.94633642930857
2312749,1.00412796697626
2313342,2
2317208,1
2319465,5.41176470588235
2321693,4.05366357069143
2322713,5.15479876160991
2322898,3
2323621,1
2324011,3.77089783281734
2324199,4
2325985,4.43034055727554
2326414,4.38787878787879
2327014,4.65221878224974
2327547,1
2331631,6
2332787,5.10216718266254
2334346,0
2334457,1
2341773,4
2342131,5.21775025799794
2343051,4
2343112,3
2344686,4.66666666666667
2349133,4.97936016511868
2354054,0
2354888,1
2357059,0
2357567,1
2357595,2.09907120743034
2359817,6.10526315789474
2360081,4.46233230134159
2363240,0
2365001,4
2365050,5.08255933952528
2368238,0
2372157,5.85758513931889
2376956,1
2378719,3.66976264189887
2379590,4
2383012,5.11351909184726
2386764,2
2389951,0
2391367,3
2395632,9
2396805,0
2399072,1
2399704,0
2403235,5.19607843137255
2405257,4.53250773993808
2405767,4
2406940,1
2410506,4.08255933952528
2412875,3
2413311,5.41795665634675
2413773,4.05366357069143
2416088,5.80185758513932
2416343,0
2419695,1
2420026,5.70278637770898
2425908,1
2426462,6.67698658410733
2427238,5
2427482,1
2430058,3
2433055,1
2433788,6.4953560371517
2434105,4.94324045407637
2436227,0
2439254,3
2444162,4
2445803,3.71929824561404
2447549,3.81424148606811
2449488,0
2451884,3.80185758513932
2453077,4.91640866873065
2453704,3.78947368421053
2454024,7.45510835913312
2458296,4.95356037151703
2458470,3.88854489164087
2461847,1
2464191,0
2466394,5
2468361,4.00825593395253
2469509,3.25174825174825
2469874,5.20743034055728
2473792,4
2477135,4.3343653250774
2481371,3.66976264189887
2483379,1.01754385964912
2485060,4
2486855,4.18627450980392
2488557,3.86790505675955
2488700,4.63157894736842
2490214,4
2490716,4
2491496,3.47574819401445
2492108,3
2492621,0
2493834,4.14860681114551
2495817,4
2498421,3.66976264189887
2503212,6
2503587,3.57069143446852
2504937,4.38802889576883
2505060,0
2510112,1.07946336429309
2511100,4
2512381,4.24285714285714
2512955,3.97832817337461
2513066,2
2513152,1
2513279,3.70278637770898
2513856,5.23219814241486
2515401,2.15892672858617
2515657,3.66976264189887
2516623,0
2518153,4
2518900,8.4
2520923,3
2521657,2.86068111455108
2521747,5.06707946336429
2522631,4
2524028,0
2524543,4.08255933952528
2524723,0
2527223,0
2528694,5.24767801857585
2530740,4
2530921,3.1733746130031
2531465,7.6
2533041,3.88854489164087
2535092,2
2535480,0
2536178,2
2537244,5.37254901960784
2537324,2.30030959752322
2538418,6.16976264189886
2538937,1
2539078,1
2540440,4.28792569659443
2540600,2.8266253869969
2540727,4.01651186790506
2542100,2.68111455108359
2543363,4
2544044,4
2544727,1
2545494,4
2546329,1.03296703296703
2546799,6.437564499484
2550231,5.2
2552870,0
2554717,5.23735810113519
2558426,1
2558858,3.98348813209494
2559111,0
2559153,0
2560374,2.10113519091847
2560662,4
2563100,1
2563594,0
2566527,0
2571979,4.72727272727273
2572342,4
2572748,3.73168214654283
2572795,1
2573548,1
2575319,1
2576338,4
2581844,1
2584571,1.03302373581011
2588896,6.95588235294118
2589428,0.991744066047472
2589665,3.81424148606811
2592861,5.40763673890609
2594261,2.11764705882353
2594750,0.91640866873065
2594768,5.27863777089783
2597537,2.51083591331269
2598183,1
2600580,1
2601250,1
2606116,2
2611968,1
2612050,2.30959752321981
2613407,5.28895768833849
2614255,3
2619447,0
2619573,1
2620154,2.93498452012384
2621029,3.44272445820433
2621537,1
2621741,2.57585139318885
2624743,5
2626690,5.30856553147575
2627599,3.76883384932921
2628381,1
2628437,0
2629583,5.59752321981424
2630814,3.2967032967033
2634339,5.86687306501548
2634444,4
2634623,5.22910216718266
2637455,3.98761609907121
2638526,3.64912280701754
2640986,1
2641122,4
2642548,3.70278637770898
2642899,4.53146853146853
2645154,2.17131062951496
2646236,5.35603715170279
2651729,1
2652159,4.22857142857143
2656688,3.30134158926729
2657134,4
2660718,4
2661080,2
2661816,5.39731682146543
2665431,1
2666223,4.92776057791538
2667168,3.9422084623323
2668836,0
2670655,0.925696594427245
