"CODIGO_CLIENTE","Clt"
1062039,"Si"
1063296,"Si"
1063413,"Si"
1067660,"Si"
1069940,"Si"
1075422,"No"
1076105,"Si"
1078875,"Si"
1082300,"Si"
1084720,"Si"
1085595,"Si"
1088214,"No"
1088647,"Si"
1088967,"Si"
1089501,"No"
1089934,"Si"
1090581,"Si"
1094805,"Si"
1096870,"Si"
1097028,"No"
1098300,"Si"
1098673,"Si"
1100834,"Si"
1101066,"Si"
1105070,"Si"
1107581,"Si"
1108165,"Si"
1110282,"Si"
1110644,"Si"
1110916,"Si"
1111236,"Si"
1111432,"Si"
1111472,"Si"
1111527,"Si"
1112228,"Si"
1114974,"Si"
1114996,"Si"
1120674,"No"
1122277,"Si"
1123241,"No"
1125465,"Si"
1128312,"No"
1128906,"Si"
1131167,"Si"
1131917,"Si"
1132363,"Si"
1132587,"No"
1133916,"Si"
1134377,"Si"
1135097,"Si"
1135944,"Si"
1136239,"Si"
1136289,"Si"
1136912,"Si"
1137976,"Si"
1145028,"No"
1147047,"Si"
1147093,"Si"
1147496,"No"
1150560,"Si"
1150781,"No"
1151121,"Si"
1152979,"No"
1153376,"Si"
1154532,"Si"
1158981,"Si"
1159328,"Si"
1159737,"Si"
1160045,"Si"
1164276,"Si"
1165209,"Si"
1166344,"Si"
1167094,"Si"
1171027,"Si"
1172401,"Si"
1174721,"Si"
1177200,"Si"
1178960,"Si"
1179106,"No"
1180191,"Si"
1180771,"Si"
1182855,"Si"
1183436,"Si"
1184361,"Si"
1185768,"Si"
1187755,"Si"
1189276,"Si"
1192305,"Si"
1192475,"Si"
1194305,"Si"
1198830,"Si"
1200698,"Si"
1200712,"Si"
1201374,"Si"
1203136,"Si"
1203456,"Si"
1204017,"Si"
1204676,"Si"
1209120,"No"
1211224,"Si"
1212556,"Si"
1213020,"Si"
1217368,"No"
1218575,"Si"
1219587,"Si"
1220415,"Si"
1222865,"Si"
1224573,"Si"
1226031,"Si"
1226511,"Si"
1228630,"Si"
1230973,"Si"
1231504,"Si"
1233737,"Si"
1234610,"Si"
1234940,"Si"
1237521,"Si"
1244560,"No"
1244670,"Si"
1245173,"Si"
1248824,"No"
1251472,"Si"
1251479,"Si"
1251673,"Si"
1254304,"Si"
1259648,"Si"
1262899,"Si"
1263570,"Si"
1267335,"Si"
1272056,"Si"
1272907,"Si"
1273470,"Si"
1274931,"No"
1277080,"No"
1277651,"Si"
1278477,"Si"
1282890,"Si"
1284749,"Si"
1284798,"Si"
1285540,"Si"
1287183,"Si"
1291895,"Si"
1292174,"Si"
1293020,"Si"
1293920,"Si"
1298534,"Si"
1302320,"Si"
1306277,"Si"
1313564,"Si"
1315505,"Si"
1316460,"No"
1319434,"Si"
1322431,"Si"
1324854,"Si"
1325193,"Si"
1325715,"Si"
1326918,"Si"
1330041,"Si"
1330150,"No"
1332064,"Si"
1334864,"Si"
1336244,"Si"
1337299,"Si"
1337944,"Si"
1338927,"Si"
1341072,"Si"
1341599,"No"
1342867,"Si"
1343990,"Si"
1347105,"Si"
1347613,"Si"
1347705,"No"
1350243,"Si"
1350601,"Si"
1356624,"No"
1357319,"Si"
1358206,"Si"
1359974,"Si"
1360215,"Si"
1360839,"Si"
1362838,"Si"
1364974,"No"
1365104,"Si"
1371118,"No"
1371850,"Si"
1372923,"Si"
1374197,"Si"
1377368,"Si"
1377868,"Si"
1378144,"Si"
1379727,"Si"
1382050,"Si"
1383605,"Si"
1387062,"Si"
1391860,"Si"
1392071,"Si"
1395515,"Si"
1398196,"Si"
1399709,"Si"
1399745,"Si"
1402652,"Si"
1406641,"Si"
1408762,"Si"
1410725,"Si"
1411608,"Si"
1414812,"Si"
1416500,"Si"
1418785,"Si"
1422495,"Si"
1422518,"Si"
1427492,"Si"
1428263,"Si"
1430993,"Si"
1431075,"Si"
1431115,"Si"
1431869,"No"
1434203,"Si"
1434566,"Si"
1434645,"Si"
1434881,"Si"
1435578,"Si"
1436000,"Si"
1436028,"Si"
1437864,"Si"
1439015,"Si"
1439827,"Si"
1440566,"Si"
1442717,"Si"
1446102,"No"
1446472,"Si"
1451760,"Si"
1456627,"Si"
1456866,"Si"
1457535,"Si"
1458026,"Si"
1458644,"Si"
1460667,"Si"
1462419,"Si"
1462848,"Si"
1465068,"Si"
1471605,"Si"
1473639,"Si"
1475175,"Si"
1476933,"No"
1478437,"No"
1479868,"No"
1482328,"Si"
1482420,"Si"
1482432,"Si"
1482463,"Si"
1482868,"Si"
1482875,"Si"
1485149,"Si"
1486953,"Si"
1487309,"Si"
1487863,"Si"
1488691,"Si"
1489830,"Si"
1491871,"No"
1492696,"Si"
1495715,"Si"
1496570,"Si"
1497472,"No"
1501489,"Si"
1501627,"Si"
1503461,"Si"
1509051,"Si"
1509848,"Si"
1512915,"Si"
1513042,"Si"
1516654,"Si"
1520751,"Si"
1522352,"No"
1522568,"No"
1525831,"No"
1525984,"Si"
1526900,"Si"
1527597,"Si"
1534958,"Si"
1536146,"Si"
1539126,"Si"
1539849,"Si"
1545902,"No"
1546155,"No"
1549144,"Si"
1549630,"Si"
1550181,"Si"
1552885,"Si"
1555119,"Si"
1557156,"Si"
1560132,"Si"
1561919,"Si"
1562520,"Si"
1562929,"Si"
1564031,"No"
1564105,"Si"
1564217,"Si"
1566226,"Si"
1566951,"Si"
1568356,"Si"
1572798,"Si"
1572877,"Si"
1574599,"Si"
1579609,"Si"
1584351,"Si"
1584451,"Si"
1585153,"Si"
1585822,"Si"
1585926,"Si"
1588648,"Si"
1588854,"Si"
1589813,"Si"
1589910,"Si"
1592631,"Si"
1594499,"No"
1595018,"Si"
1595916,"Si"
1595984,"Si"
1600011,"Si"
1600905,"Si"
1607869,"Si"
1608681,"Si"
1611248,"Si"
1612489,"Si"
1614758,"Si"
1615425,"Si"
1620467,"Si"
1623573,"Si"
1624522,"Si"
1625402,"Si"
1626288,"No"
1627144,"Si"
1628363,"Si"
1629782,"Si"
1632058,"Si"
1632710,"Si"
1636318,"No"
1636609,"Si"
1639066,"Si"
1639666,"No"
1640317,"Si"
1646344,"No"
1649400,"No"
1650462,"Si"
1652072,"Si"
1652517,"Si"
1654148,"Si"
1654169,"Si"
1657146,"Si"
1657418,"Si"
1659641,"Si"
1663282,"Si"
1664993,"Si"
1669214,"No"
1673386,"Si"
1674724,"Si"
1675002,"Si"
1675553,"Si"
1676256,"No"
1677033,"Si"
1677768,"Si"
1680874,"Si"
1682800,"Si"
1691430,"Si"
1695589,"Si"
1696986,"Si"
1697492,"Si"
1697935,"No"
1701451,"Si"
1702605,"Si"
1703077,"Si"
1706917,"Si"
1707258,"Si"
1707401,"Si"
1711194,"Si"
1712523,"Si"
1714727,"Si"
1715882,"Si"
1716207,"Si"
1720991,"Si"
1721141,"Si"
1722084,"Si"
1722186,"Si"
1722573,"Si"
1722624,"Si"
1723661,"Si"
1732287,"Si"
1733452,"No"
1734460,"Si"
1735121,"Si"
1736037,"Si"
1736329,"No"
1740667,"No"
1741486,"Si"
1743551,"Si"
1745236,"Si"
1747199,"Si"
1747981,"Si"
1748351,"Si"
1748746,"Si"
1748992,"No"
1749935,"Si"
1758386,"Si"
1758986,"Si"
1759616,"Si"
1763312,"Si"
1765371,"Si"
1768451,"Si"
1771832,"Si"
1775502,"No"
1780737,"Si"
1781329,"Si"
1782408,"Si"
1783071,"Si"
1783294,"Si"
1786810,"Si"
1787766,"Si"
1788471,"Si"
1795292,"Si"
1796444,"Si"
1799775,"Si"
1800355,"Si"
1803152,"Si"
1803883,"Si"
1805866,"Si"
1806141,"Si"
1807886,"Si"
1808342,"No"
1811504,"Si"
1812359,"Si"
1813940,"Si"
1814448,"Si"
1818042,"Si"
1818247,"Si"
1818248,"No"
1818308,"Si"
1818359,"Si"
1819739,"Si"
1825862,"No"
1829020,"Si"
1831935,"Si"
1832084,"Si"
1832690,"Si"
1834062,"Si"
1834131,"Si"
1836431,"Si"
1840150,"Si"
1841729,"Si"
1844984,"Si"
1847357,"Si"
1849281,"Si"
1849314,"Si"
1849394,"No"
1852370,"No"
1859922,"Si"
1863962,"Si"
1864494,"Si"
1865818,"Si"
1866680,"Si"
1867886,"Si"
1871548,"Si"
1872883,"Si"
1876361,"Si"
1879796,"Si"
1880368,"Si"
1881667,"No"
1882192,"Si"
1882972,"Si"
1891056,"Si"
1891808,"Si"
1891944,"Si"
1893357,"Si"
1893647,"Si"
1893780,"Si"
1895125,"No"
1895666,"Si"
1896251,"Si"
1899701,"Si"
1899823,"No"
1901851,"Si"
1902583,"No"
1903799,"Si"
1907533,"Si"
1910965,"Si"
1914741,"Si"
1917264,"Si"
1917895,"Si"
1918496,"Si"
1919199,"No"
1919550,"Si"
1920514,"Si"
1921612,"Si"
1922903,"Si"
1929789,"No"
1930423,"Si"
1930578,"Si"
1935734,"Si"
1937966,"Si"
1939746,"Si"
1940113,"Si"
1941696,"Si"
1943679,"Si"
1945692,"Si"
1946651,"Si"
1946688,"Si"
1948218,"Si"
1953031,"Si"
1956260,"Si"
1957417,"Si"
1957604,"Si"
1957624,"Si"
1958085,"Si"
1958739,"Si"
1962743,"Si"
1962864,"Si"
1963603,"Si"
1963837,"Si"
1963887,"Si"
1967102,"Si"
1968017,"Si"
1969305,"Si"
1970761,"Si"
1971908,"Si"
1972072,"Si"
1972107,"No"
1975805,"Si"
1975930,"Si"
1976510,"Si"
1980048,"No"
1980466,"Si"
1981235,"Si"
1986215,"No"
1987536,"Si"
1991068,"Si"
1992149,"Si"
1993420,"Si"
1994527,"Si"
1994966,"Si"
1996933,"Si"
2002275,"Si"
2002593,"Si"
2005059,"Si"
2006783,"Si"
2007292,"Si"
2009732,"Si"
2010830,"No"
2011963,"Si"
2013165,"Si"
2013243,"Si"
2013841,"Si"
2018953,"Si"
2022620,"Si"
2023676,"Si"
2028652,"Si"
2029614,"Si"
2031366,"No"
2031768,"Si"
2031827,"Si"
2032263,"Si"
2032618,"Si"
2034780,"No"
2036846,"Si"
2038091,"Si"
2039020,"Si"
2040724,"Si"
2042848,"Si"
2046014,"Si"
2046108,"No"
2051056,"Si"
2055593,"Si"
2055971,"Si"
2057282,"Si"
2059511,"No"
2065262,"Si"
2069208,"No"
2069684,"Si"
2070034,"Si"
2075355,"No"
2076178,"Si"
2079609,"Si"
2080695,"Si"
2081152,"Si"
2084327,"Si"
2084384,"Si"
2084879,"Si"
2085710,"Si"
2088429,"Si"
2090896,"Si"
2092955,"Si"
2094279,"Si"
2098964,"Si"
2099059,"Si"
2099644,"No"
2101074,"Si"
2101269,"No"
2102725,"Si"
2106328,"Si"
2107598,"Si"
2107804,"Si"
2108400,"Si"
2108665,"Si"
2109385,"Si"
2112702,"Si"
2112738,"Si"
2113591,"Si"
2114695,"Si"
2118412,"Si"
2121987,"Si"
2122345,"Si"
2123976,"Si"
2124136,"Si"
2124256,"Si"
2124736,"Si"
2125744,"Si"
2131798,"Si"
2135036,"Si"
2137557,"Si"
2139339,"No"
2140389,"Si"
2142061,"No"
2146466,"Si"
2146666,"No"
2147366,"Si"
2148152,"Si"
2148744,"Si"
2152265,"Si"
2152752,"Si"
2153228,"Si"
2154085,"Si"
2155980,"No"
2157642,"Si"
2166345,"Si"
2168427,"Si"
2171170,"Si"
2174537,"Si"
2175035,"Si"
2175700,"Si"
2175776,"Si"
2176007,"Si"
2178314,"Si"
2181027,"No"
2181400,"Si"
2181703,"Si"
2182966,"Si"
2183448,"Si"
2183534,"No"
2187364,"No"
2189640,"Si"
2198264,"Si"
2200461,"Si"
2202104,"Si"
2205248,"Si"
2205497,"Si"
2205864,"Si"
2206425,"Si"
2207466,"Si"
2208484,"Si"
2211120,"Si"
2212385,"Si"
2213549,"Si"
2219738,"Si"
2220533,"Si"
2221160,"Si"
2221225,"Si"
2221283,"Si"
2223134,"No"
2224397,"Si"
2225929,"Si"
2227087,"Si"
2235225,"Si"
2236965,"Si"
2237889,"Si"
2238613,"No"
2238884,"Si"
2239149,"Si"
2239196,"Si"
2239605,"No"
2243077,"Si"
2244620,"Si"
2245131,"Si"
2246626,"Si"
2247460,"Si"
2250251,"Si"
2250789,"Si"
2256594,"No"
2256729,"Si"
2256934,"Si"
2259124,"Si"
2259681,"Si"
2262066,"Si"
2265890,"No"
2267683,"Si"
2268679,"No"
2272122,"Si"
2273302,"No"
2277231,"Si"
2279267,"Si"
2279895,"Si"
2281733,"No"
2283083,"Si"
2285352,"Si"
2286235,"Si"
2290606,"Si"
2291884,"Si"
2293579,"Si"
2298336,"Si"
2298799,"No"
2300285,"Si"
2301246,"Si"
2301387,"Si"
2303748,"Si"
2306638,"Si"
2309075,"Si"
2311589,"Si"
2312394,"Si"
2312749,"Si"
2313342,"Si"
2317208,"Si"
2319465,"Si"
2321693,"Si"
2322713,"Si"
2323621,"Si"
2324011,"No"
2324199,"Si"
2325985,"Si"
2326414,"Si"
2327014,"Si"
2327547,"Si"
2331631,"Si"
2332787,"Si"
2334346,"No"
2334457,"Si"
2341773,"Si"
2342131,"Si"
2343051,"Si"
2343112,"Si"
2344686,"Si"
2349133,"Si"
2354054,"No"
2354888,"Si"
2357059,"No"
2357567,"Si"
2357595,"Si"
2359817,"Si"
2360081,"Si"
2363240,"Si"
2365001,"Si"
2365050,"Si"
2368238,"No"
2372157,"Si"
2376956,"Si"
2378719,"Si"
2379590,"Si"
2383012,"Si"
2386764,"Si"
2391367,"Si"
2399072,"No"
2403235,"Si"
2405257,"Si"
2405767,"Si"
2406940,"Si"
2410506,"Si"
2413311,"Si"
2413773,"Si"
2416088,"Si"
2419695,"No"
2420026,"Si"
2425908,"Si"
2426462,"Si"
2427238,"Si"
2427482,"Si"
2430058,"Si"
2433055,"Si"
2433788,"Si"
2434105,"Si"
2439254,"Si"
2444162,"Si"
2445803,"Si"
2447549,"Si"
2449488,"No"
2451884,"Si"
2453077,"Si"
2453704,"Si"
2454024,"Si"
2458296,"Si"
2458470,"Si"
2461847,"Si"
2464191,"No"
2466394,"Si"
2468361,"Si"
2469509,"Si"
2469874,"Si"
2473792,"Si"
2477135,"Si"
2481371,"Si"
2483379,"No"
2485060,"Si"
2486855,"Si"
2488557,"Si"
2488700,"Si"
2490214,"Si"
2490716,"Si"
2491496,"Si"
2492108,"Si"
2492621,"No"
2493834,"Si"
2495817,"Si"
2498421,"Si"
2503212,"Si"
2503587,"Si"
2504937,"Si"
2505060,"Si"
2510112,"No"
2511100,"Si"
2512381,"Si"
2512955,"Si"
2513066,"Si"
2513152,"No"
2513279,"Si"
2513856,"Si"
2515401,"Si"
2515657,"Si"
2516623,"No"
2518153,"Si"
2518900,"Si"
2520923,"Si"
2521657,"Si"
2521747,"Si"
2522631,"Si"
2524028,"No"
2524543,"Si"
2527223,"No"
2528694,"Si"
2530740,"Si"
2530921,"Si"
2531465,"Si"
2533041,"Si"
2535092,"Si"
2536178,"Si"
2537244,"Si"
2537324,"Si"
2538418,"Si"
2539078,"Si"
2540440,"Si"
2540600,"No"
2540727,"Si"
2542100,"Si"
2543363,"Si"
2544044,"Si"
2544727,"Si"
2545494,"Si"
2546329,"Si"
2546799,"Si"
2550231,"Si"
2554717,"Si"
2558426,"No"
2558858,"Si"
2559111,"No"
2560374,"Si"
2560662,"Si"
2563100,"Si"
2571979,"Si"
2572342,"Si"
2572748,"Si"
2572795,"Si"
2573548,"Si"
2575319,"Si"
2576338,"Si"
2581844,"Si"
2584571,"Si"
2588896,"Si"
2589428,"Si"
2589665,"Si"
2592861,"Si"
2594261,"Si"
2594750,"Si"
2594768,"Si"
2597537,"Si"
2598183,"Si"
2600580,"Si"
2601250,"Si"
2606116,"Si"
2611968,"Si"
2612050,"Si"
2613407,"Si"
2614255,"Si"
2619447,"No"
2619573,"Si"
2620154,"Si"
2621029,"Si"
2621537,"Si"
2621741,"Si"
2624743,"Si"
2626690,"Si"
2627599,"Si"
2628381,"Si"
2628437,"No"
2629583,"Si"
2634339,"Si"
2634444,"Si"
2634623,"Si"
2637455,"Si"
2638526,"Si"
2640986,"Si"
2641122,"Si"
2642548,"Si"
2642899,"Si"
2645154,"Si"
2646236,"Si"
2651729,"Si"
2652159,"Si"
2656688,"Si"
2657134,"Si"
2660718,"Si"
2661080,"Si"
2661816,"Si"
2665431,"Si"
2666223,"Si"
2667168,"Si"
2670655,"Si"
2670803,"Si"
2672567,"Si"
2673043,"Si"
2673052,"Si"
2675881,"Si"
2676868,"No"
2682190,"Si"
2685962,"Si"
2687058,"Si"
2689740,"Si"
2692868,"Si"
2693177,"Si"
2694397,"Si"
2695283,"Si"
2698956,"Si"
2699497,"Si"
2699847,"Si"
2700660,"Si"
2701216,"Si"
2703137,"Si"
2713643,"No"
2715141,"Si"
2715549,"Si"
2717002,"Si"
2721658,"Si"
2726385,"Si"
2726443,"No"
2726600,"Si"
2728117,"Si"
2730580,"Si"
2732006,"Si"
2732054,"Si"
2733619,"Si"
2734937,"Si"
2739149,"Si"
2741409,"Si"
2745500,"No"
2747278,"No"
2747991,"Si"
2750613,"Si"
2754276,"No"
2754317,"Si"
2754604,"Si"
2754860,"Si"
2755987,"Si"
2760441,"Si"
2762304,"Si"
2763594,"Si"
2763919,"No"
2765290,"Si"
2767544,"Si"
2767607,"Si"
2768042,"No"
2773061,"Si"
2775048,"Si"
2775659,"Si"
2775692,"Si"
2776057,"Si"
2779016,"Si"
2782359,"No"
2787911,"Si"
2788212,"Si"
2789349,"Si"
2789618,"Si"
2792373,"Si"
2793516,"Si"
2799267,"Si"
2800091,"Si"
2801163,"Si"
2805479,"No"
2805951,"No"
2811899,"No"
2813813,"Si"
2814546,"Si"
2815346,"Si"
2816378,"Si"
2818067,"Si"
2818223,"No"
2818675,"Si"
2820081,"Si"
2820807,"Si"
2822627,"Si"
2824108,"Si"
2824259,"Si"
2825586,"Si"
2827538,"Si"
2829111,"Si"
2829426,"Si"
2830187,"Si"
2833517,"Si"
2837440,"Si"
2839242,"Si"
2845902,"Si"
2845928,"Si"
2849905,"Si"
2857353,"Si"
2860534,"Si"
2863051,"Si"
2863094,"Si"
2866582,"Si"
2866827,"Si"
2869189,"Si"
2869592,"Si"
2869652,"Si"
2870762,"Si"
2871962,"Si"
2872801,"Si"
2873081,"Si"
2878769,"No"
2880477,"Si"
2883734,"Si"
2885223,"Si"
2886526,"Si"
2887214,"No"
2890139,"Si"
2891787,"No"
2891916,"Si"
2893299,"Si"
2895608,"Si"
2897282,"Si"
2902920,"No"
2909924,"Si"
2914969,"Si"
2917639,"Si"
2920717,"Si"
2926017,"Si"
2927053,"Si"
2927508,"No"
2928265,"Si"
2928443,"No"
2929878,"No"
2931214,"Si"
2934693,"Si"
2936678,"Si"
2938467,"Si"
2941709,"Si"
2942878,"No"
2944828,"Si"
2945264,"Si"
2946526,"Si"
2947152,"Si"
2947628,"Si"
2948549,"Si"
2950213,"Si"
2951934,"Si"
2953000,"Si"
2955940,"Si"
2958787,"Si"
2960170,"Si"
2962411,"No"
2965238,"No"
2967469,"Si"
2970030,"Si"
2972005,"Si"
2973970,"Si"
2975232,"Si"
2977275,"No"
2978585,"Si"
2978593,"Si"
